stop_id,year,average_lateness,stop_lat,stop_lon,cluster,highlight,date
1276,2020,133.10962599632128,42.339516,-71.135747,0,1,2020-01-01
1292,2020,281.00774657628995,42.339199,-71.135066,0,1,2020-01-01
1302,2020,27.270119311233763,42.350621,-71.131245,0,1,2020-01-01
1308,2020,-43.52985688435598,42.342499,-71.121845,0,1,2020-01-01
1317,2020,-70.7374134351774,42.333494,-71.106036,0,1,2020-01-01
1323,2020,-115.77607412536683,42.331479,-71.095333,0,1,2020-01-01
1325,2020,63.022037502416396,42.31045,-71.091588,0,1,2020-01-01
1332,2020,50.14552262896249,42.31687,-71.086525,0,1,2020-01-01
1346,2020,250.75566025389347,42.317285,-71.086546,0,1,2020-01-01
1354,2020,232.17268311892886,42.310329,-71.091869,0,1,2020-01-01
1357,2020,255.198097518792,42.33158,-71.095246,0,1,2020-01-01
1362,2020,252.02351939203353,42.333906,-71.103897,0,1,2020-01-01
1363,2020,29.208123673840557,42.333665,-71.105931,0,1,2020-01-01
1372,2020,235.0592336765281,42.341909,-71.121143,0,1,2020-01-01
1378,2020,196.0150557257381,42.350034,-71.130722,0,1,2020-01-01
1401,2020,110.91703056768559,42.374884,-71.110198,0,1,2020-01-01
1404,2020,154.36006362250646,42.37359,-71.100075,0,1,2020-01-01
1422,2020,185.01632273903525,42.372767,-71.093143,0,1,2020-01-01
1425,2020,127.45957984310597,42.373716,-71.100371,0,1,2020-01-01
1430,2020,-105.99074074074075,42.375048,-71.11234,0,1,2020-01-01
1431,2020,124.75688073394495,42.373954,-71.112665,0,1,2020-01-01
1468,2020,176.76749082271647,42.303639,-71.071079,0,1,2020-01-01
1475,2020,142.76705449482895,42.311233,-71.062553,0,1,2020-01-01
1480,2020,138.4929202468837,42.316363,-71.065765,0,1,2020-01-01
1486,2020,108.01275646995738,42.325142,-71.074807,0,1,2020-01-01
1497,2020,179.80503667626883,42.325078,-71.074964,0,1,2020-01-01
1508,2020,132.6169801098986,42.311094,-71.062621,0,1,2020-01-01
1515,2020,127.1799634085491,42.303753,-71.071158,0,1,2020-01-01
1518,2020,131.08229068229068,42.346894,-71.098925,0,1,2020-01-01
1520,2020,172.13720598717035,42.343808,-71.10228,0,1,2020-01-01
1521,2020,186.79156446305714,42.33851,-71.107918,0,1,2020-01-01
1525,2020,205.28161574313827,42.332805,-71.113834,0,1,2020-01-01
1526,2020,251.33016149922025,42.331857,-71.116931,0,1,2020-01-01
1533,2020,214.0688524590164,42.329739,-71.128527,0,1,2020-01-01
1535,2020,206.70717781402936,42.326526,-71.143465,0,1,2020-01-01
1540,2020,188.07403620002046,42.32361,-71.163925,0,1,2020-01-01
1545,2020,120.7155737704918,42.326254,-71.142702,0,1,2020-01-01
1547,2020,114.35115518298916,42.329502,-71.128441,0,1,2020-01-01
1555,2020,43.58060837290314,42.331641,-71.116532,0,1,2020-01-01
1563,2020,16.992825827022717,42.346694,-71.098982,0,1,2020-01-01
1565,2020,80.43011001354522,42.302273,-71.086506,0,1,2020-01-01
1566,2020,148.5007410151908,42.30962,-71.082454,0,1,2020-01-01
1569,2020,159.0467681311233,42.314494,-71.078817,0,1,2020-01-01
1576,2020,158.71250308870768,42.324862,-71.075227,0,1,2020-01-01
1577,2020,221.41190397895429,42.32505,-71.075288,0,1,2020-01-01
1583,2020,220.18984431452407,42.314697,-71.078834,0,1,2020-01-01
1586,2020,212.01065228826934,42.310143,-71.082173,0,1,2020-01-01
1587,2020,-63.38220958570268,42.303124,-71.08595,0,1,2020-01-01
1618,2020,100.02846803377564,42.254718,-71.145182,0,1,2020-01-01
1643,2020,196.2082415854042,42.235942,-71.028228,0,1,2020-01-01
1663,2020,212.38295815495098,42.434571,-71.15536,0,1,2020-01-01
1677,2020,41.888392857142854,42.461148,-71.1663,0,1,2020-01-01
1683,2020,139.28868194842406,42.467939,-71.178331,0,1,2020-01-01
1687,2020,18.573426573426573,42.47988,-71.185216,0,1,2020-01-01
1714,2020,-6.020574988301357,42.27986,-71.093154,0,1,2020-01-01
1728,2020,135.29977232848503,42.279387,-71.09285,0,1,2020-01-01
1731,2020,125.8247716593633,42.284302,-71.091264,0,1,2020-01-01
1737,2020,96.67208944941974,42.29572,-71.087487,0,1,2020-01-01
1741,2020,65.37427018902827,42.309876,-71.091897,0,1,2020-01-01
1761,2020,80.63218753284978,42.328658,-71.110231,0,1,2020-01-01
1773,2020,31.319399470120693,42.349273,-71.109993,0,1,2020-01-01
1775,2020,-112.25465838509317,42.346727,-71.105259,0,1,2020-01-01
1778,2020,-161.2856159669649,42.340455,-71.105828,0,1,2020-01-01
1779,2020,80.36056222503915,42.338701,-71.107013,0,1,2020-01-01
1780,2020,-213.09759900218273,42.337436,-71.104448,0,1,2020-01-01
1784,2020,52.96192815474363,42.337416,-71.095079,0,1,2020-01-01
1787,2020,-3.026478322939364,42.337524,-71.075479,0,1,2020-01-01
1788,2020,-17.09090635712997,42.338763,-71.073677,0,1,2020-01-01
1799,2020,-31.774913904433923,42.337523,-71.095101,0,1,2020-01-01
1804,2020,53.773796876059585,42.339097,-71.106836,0,1,2020-01-01
1805,2020,27.29543147208122,42.340438,-71.105523,0,1,2020-01-01
1807,2020,64.94007092198582,42.345214,-71.104266,0,1,2020-01-01
1808,2020,40.99515106303618,42.3471,-71.105198,0,1,2020-01-01
1839,2020,169.25501383125865,42.293545,-71.16257,0,1,2020-01-01
1853,2020,178.22354771784234,42.294255,-71.136678,0,1,2020-01-01
1875,2020,65.78808180535967,42.294339,-71.136765,0,1,2020-01-01
1888,2020,67.47592167930851,42.293228,-71.162319,0,1,2020-01-01
1895,2020,53.09126009126009,42.302621,-71.152112,0,1,2020-01-01
1926,2020,50.1731859095455,42.342769,-71.097113,0,1,2020-01-01
1932,2020,73.94721343657977,42.347163,-71.087885,0,1,2020-01-01
1939,2020,-140.23460685235395,42.309949,-71.115345,0,1,2020-01-01
1984,2020,105.42521783700667,42.323275,-71.163979,0,1,2020-01-01
1994,2020,69.54213534943759,42.346188,-71.152449,0,1,2020-01-01
2003,2020,-149.90731707317073,42.308723,-71.11811,0,1,2020-01-01
2020,2020,134.72796921212986,42.373515,-71.12327,0,1,2020-01-01
2025,2020,166.40026915149141,42.374987,-71.134068,0,1,2020-01-01
2030,2020,156.7440229135938,42.374974,-71.148307,0,1,2020-01-01
2043,2020,140.5831292320991,42.367918,-71.17901,0,1,2020-01-01
2050,2020,64.21390489140158,42.367937,-71.178736,0,1,2020-01-01
2064,2020,17.28527256069629,42.374908,-71.147889,0,1,2020-01-01
2070,2020,-3.532063150099303,42.374897,-71.134872,0,1,2020-01-01
2074,2020,-0.6575906726707857,42.373051,-71.122407,0,1,2020-01-01
2077,2020,128.64680545585068,42.375543,-71.145767,0,1,2020-01-01
2080,2020,168.91824426202044,42.380218,-71.14328,0,1,2020-01-01
2095,2020,277.33720056756533,42.380242,-71.14372,0,1,2020-01-01
2098,2020,-49.81877510040161,42.375483,-71.146112,0,1,2020-01-01
2099,2020,33.54517271922055,42.3875,-71.189976,0,1,2020-01-01
2108,2020,30.464155648151188,42.378279,-71.170735,0,1,2020-01-01
2117,2020,-104.42601472276625,42.37491,-71.15267,0,1,2020-01-01
2125,2020,119.80143258978217,42.37782,-71.169553,0,1,2020-01-01
2134,2020,32.13031282295238,42.387194,-71.190609,0,1,2020-01-01
2137,2020,159.36877109890665,42.395391,-71.174422,0,1,2020-01-01
2144,2020,117.84736762251555,42.391636,-71.16141,0,1,2020-01-01
2148,2020,177.7235469448584,42.390758,-71.156875,0,1,2020-01-01
2154,2020,138.9309809540868,42.387142,-71.14201,0,1,2020-01-01
2159,2020,111.65747485258412,42.382321,-71.130977,0,1,2020-01-01
2170,2020,253.15876577840112,42.376891,-71.122342,0,1,2020-01-01
2176,2020,272.5609123898393,42.382317,-71.130813,0,1,2020-01-01
2181,2020,284.98444680098976,42.387214,-71.141497,0,1,2020-01-01
2187,2020,253.86510441962116,42.390896,-71.156152,0,1,2020-01-01
2191,2020,241.37829449475933,42.391782,-71.161205,0,1,2020-01-01
2231,2020,-31.293171942892613,42.362498,-71.085841,0,1,2020-01-01
2251,2020,80.83090574250795,42.42357,-71.176264,0,1,2020-01-01
2258,2020,76.50142078181399,42.41619,-71.156708,0,1,2020-01-01
2260,2020,-66.36625395911315,42.414283,-71.15107,0,1,2020-01-01
2265,2020,16.968858930261547,42.405583,-71.142118,0,1,2020-01-01
2271,2020,101.71738147623496,42.397954,-71.130684,0,1,2020-01-01
2277,2020,89.53360898087406,42.406066,-71.142554,0,1,2020-01-01
2282,2020,68.40394600207685,42.414833,-71.151369,0,1,2020-01-01
2283,2020,205.13155117833276,42.415673,-71.153427,0,1,2020-01-01
2291,2020,20.00840212264151,42.423592,-71.17585,0,1,2020-01-01
2296,2020,4.860603153666287,42.39586,-71.128749,0,1,2020-01-01
2300,2020,-1.4118636937315945,42.389913,-71.12071,0,1,2020-01-01
2307,2020,-31.38707006511961,42.37781,-71.120289,0,1,2020-01-01
2310,2020,108.86704649042844,42.377805,-71.119941,0,1,2020-01-01
2316,2020,155.63209515859765,42.389308,-71.119806,0,1,2020-01-01
2326,2020,214.3139097744361,42.410361,-71.18126,0,1,2020-01-01
2331,2020,107.90670088790233,42.405409,-71.165109,0,1,2020-01-01
2353,2020,222.22868217054264,42.406193,-71.163768,0,1,2020-01-01
2361,2020,150.0990990990991,42.414514,-71.179505,0,1,2020-01-01
2362,2020,25.778676421236323,42.415001,-71.150834,0,1,2020-01-01
2374,2020,88.88710616891713,42.414198,-71.125938,0,1,2020-01-01
2376,2020,212.38964683115626,42.411399,-71.121671,0,1,2020-01-01
2381,2020,66.699639632344,42.401653,-71.116923,0,1,2020-01-01
2388,2020,-1.3009796081567373,42.389153,-71.097269,0,1,2020-01-01
2398,2020,273.10603253036857,42.389067,-71.097025,0,1,2020-01-01
2404,2020,259.7366474938373,42.396761,-71.103896,0,1,2020-01-01
2405,2020,116.11995123502598,42.401721,-71.116808,0,1,2020-01-01
2410,2020,134.27782707285812,42.411509,-71.121651,0,1,2020-01-01
2412,2020,136.29994046652595,42.414151,-71.125672,0,1,2020-01-01
2418,2020,139.1749041214282,42.421184,-71.13678,0,1,2020-01-01
2425,2020,67.05953140281498,42.393959,-71.138186,0,1,2020-01-01
2430,2020,186.3599183742879,42.388424,-71.118904,0,1,2020-01-01
2439,2020,188.65189712248537,42.373018,-71.100107,0,1,2020-01-01
2441,2020,207.06438460885076,42.369626,-71.100892,0,1,2020-01-01
2444,2020,73.98605577689243,42.365266,-71.105242,0,1,2020-01-01
2448,2020,149.8980940934066,42.369203,-71.101015,0,1,2020-01-01
2451,2020,175.00645105797352,42.373437,-71.100422,0,1,2020-01-01
2460,2020,144.13435782967034,42.388534,-71.118917,0,1,2020-01-01
2464,2020,86.8132519303286,42.415764,-71.194248,0,1,2020-01-01
2495,2020,173.44094488188978,42.415182,-71.195301,0,1,2020-01-01
2510,2020,17.722594672948,42.379996,-71.096698,0,1,2020-01-01
2528,2020,180.3255439161966,42.376374,-71.095322,0,1,2020-01-01
2531,2020,-10.92077545412914,42.378346,-71.094513,0,1,2020-01-01
2553,2020,91.93755256996067,42.364643,-71.127933,0,1,2020-01-01
2561,2020,84.99066845710904,42.363592,-71.129142,0,1,2020-01-01
2577,2020,122.41977549237077,42.403329,-71.12751,0,1,2020-01-01
2581,2020,148.31297555720153,42.39693,-71.122971,0,1,2020-01-01
2591,2020,85.03274061529777,42.383284,-71.107022,0,1,2020-01-01
2597,2020,-88.87903393712263,42.379497,-71.095404,0,1,2020-01-01
2600,2020,38.22327653781097,42.377014,-71.088919,0,1,2020-01-01
2607,2020,141.27864958249353,42.377092,-71.088178,0,1,2020-01-01
2612,2020,216.61627524004965,42.379547,-71.095164,0,1,2020-01-01
2618,2020,185.53876985862118,42.383388,-71.107062,0,1,2020-01-01
2634,2020,123.7579121242154,42.403375,-71.127338,0,1,2020-01-01
2637,2020,47.151691177899096,42.405907,-71.13207,0,1,2020-01-01
2664,2020,178.98010616659226,42.386828,-71.09859,0,1,2020-01-01
2671,2020,140.69243627246135,42.39232,-71.112537,0,1,2020-01-01
2677,2020,144.70514077601905,42.392088,-71.11225,0,1,2020-01-01
2684,2020,105.79663147310207,42.386815,-71.098864,0,1,2020-01-01
2691,2020,102.89938080495357,42.402309,-71.12519,0,1,2020-01-01
2695,2020,111.92605633802818,42.400979,-71.115776,0,1,2020-01-01
2699,2020,115.30075406032482,42.397544,-71.105186,0,1,2020-01-01
2703,2020,163.32843613404566,42.394942,-71.098178,0,1,2020-01-01
2710,2020,-50.213882163034704,42.388802,-71.086483,0,1,2020-01-01
2721,2020,257.6154190277364,42.388711,-71.085778,0,1,2020-01-01
2729,2020,251.77592255278958,42.394765,-71.097355,0,1,2020-01-01
2734,2020,247.76020471851206,42.397876,-71.105925,0,1,2020-01-01
2738,2020,279.7431885827673,42.401138,-71.116273,0,1,2020-01-01
2789,2020,123.47330389401847,42.265549,-71.128704,0,1,2020-01-01
2796,2020,133.08193077167354,42.275802,-71.125725,0,1,2020-01-01
2805,2020,65.32770406111781,42.275836,-71.125869,0,1,2020-01-01
2812,2020,48.25713129678333,42.265268,-71.128517,0,1,2020-01-01
2821,2020,173.22622135754432,42.383307,-71.071852,0,1,2020-01-01
2829,2020,-207.3387260566586,42.365749,-71.058505,0,1,2020-01-01
2832,2020,24.703893054608802,42.364582,-71.058203,0,1,2020-01-01
2835,2020,102.26132046411335,42.373614,-71.061511,0,1,2020-01-01
2844,2020,118.17719320812967,42.383268,-71.07149,0,1,2020-01-01
2850,2020,196.12345679012347,42.378284,-71.060779,0,1,2020-01-01
2855,2020,172.28580932739007,42.373222,-71.060875,0,1,2020-01-01
2867,2020,5.128226627537881,42.383362,-71.07145,0,1,2020-01-01
2910,2020,67.94830536542283,42.317228,-71.065045,0,1,2020-01-01
2913,2020,-5.206345516880702,42.311271,-71.070413,0,1,2020-01-01
2919,2020,-29.058943089430894,42.305519,-71.080507,0,1,2020-01-01
2922,2020,175.03753867709733,42.301806,-71.086667,0,1,2020-01-01
2925,2020,174.37967351237492,42.305402,-71.080253,0,1,2020-01-01
2931,2020,148.8181445232374,42.31118,-71.070077,0,1,2020-01-01
2933,2020,-50.15082735393176,42.317122,-71.064572,0,1,2020-01-01
2935,2020,25.979379274066282,42.319915,-71.062177,0,1,2020-01-01
3026,2020,68.42181162685894,42.267632,-71.016165,0,1,2020-01-01
3032,2020,84.55124263387138,42.259227,-71.009528,0,1,2020-01-01
3036,2020,54.55797101449275,42.255009,-71.006352,0,1,2020-01-01
