route_id,month,lateness,size,average_lateness
42,2018-09,2155247.0,11387,189.27259155176955
42,2018-10,2182971.0,12462,175.1701974000963
42,2018-11,1963007.0,11685,167.99375267436884
42,2018-12,1335771.0,11538,115.77145085803431
424,2018-08,333731.0,1325,251.87245283018868
424,2018-09,424322.0,1080,392.89074074074074
424,2018-10,514021.0,1304,394.1878834355828
424,2018-11,325079.0,1202,270.44841930116473
424,2018-12,167292.0,1097,152.49954421148587
426,2018-08,2262561.0,11301,200.2089195646403
426,2018-09,3197353.0,10984,291.0918608885652
426,2018-10,2674979.0,11696,228.70887482900136
426,2018-11,2100671.0,11401,184.253223401456
426,2018-12,1411300.0,11154,126.52859960552269
428,2018-08,103338.0,1005,102.82388059701492
428,2018-09,267430.0,863,309.88412514484355
428,2018-10,193568.0,974,198.73511293634496
428,2018-11,130883.0,902,145.1031042128603
428,2018-12,82363.0,848,97.126179245283
429,2018-08,1846744.0,8398,219.90283400809716
429,2018-09,2439487.0,8230,296.4139732685298
429,2018-10,2254872.0,8928,252.56182795698925
429,2018-11,1762315.0,8619,204.46861584870635
429,2018-12,1689498.0,8242,204.9864110652754
43,2018-08,4208282.0,14500,290.2263448275862
43,2018-09,5810766.0,13845,419.7014084507042
43,2018-10,5313666.0,14369,369.8006820238013
43,2018-11,4671724.0,13878,336.6280443867993
43,2018-12,4217819.0,14502,290.8439525582678
430,2018-08,2408678.0,6747,356.99985178597893
430,2018-09,3318131.0,5718,580.2957327736971
430,2018-10,3701922.0,6667,555.2605369731514
430,2018-11,3160337.0,6146,514.2103807354376
430,2018-12,2650041.0,5955,445.0110831234257
434,2018-08,-30401.0,286,-106.2972027972028
434,2018-09,40754.0,233,174.90987124463518
434,2018-10,54033.0,278,194.36330935251797
434,2018-11,36915.0,271,136.21771217712177
434,2018-12,27071.0,226,119.78318584070796
435,2018-08,1475368.0,5451,270.66006237387637
435,2018-09,1266315.0,4903,258.27350601672447
435,2018-10,1293533.0,5366,241.06093924711143
435,2018-11,1075116.0,5104,210.64184952978056
435,2018-12,1093345.0,5162,211.80647036032545
436,2018-08,291684.0,4972,58.66532582461786
436,2018-09,928334.0,4517,205.5200354217401
436,2018-10,832678.0,5227,159.30323321216758
436,2018-11,906850.0,4848,187.05651815181517
436,2018-12,720200.0,4618,155.9549588566479
439,2018-08,24783.0,700,35.40428571428571
439,2018-09,-17158.0,561,-30.584670231729056
439,2018-10,-19389.0,700,-27.69857142857143
439,2018-11,-20021.0,656,-30.51981707317073
439,2018-12,13290.0,599,22.186978297161936
44,2018-08,3812771.0,23174,164.52796237162335
44,2018-09,6916362.0,21672,319.13815060908087
44,2018-10,5972365.0,23690,252.1048965808358
44,2018-11,5586334.0,21980,254.1553230209281
44,2018-12,4237386.0,22785,185.9726135615537
441,2018-08,1655138.0,7058,234.5052422782658
441,2018-09,1628750.0,6342,256.8196152633239
441,2018-10,1640232.0,6817,240.6090655713657
441,2018-11,1359126.0,6585,206.3972665148064
441,2018-12,1071251.0,6429,166.62793591538343
442,2018-08,1894571.0,9453,200.42007828202688
442,2018-09,2365078.0,9277,254.93995903848227
442,2018-10,2105637.0,9976,211.0702686447474
442,2018-11,1593182.0,9604,165.88733860891296
442,2018-12,1375085.0,9478,145.0817683055497
448,2018-08,284338.0,940,302.4872340425532
448,2018-09,334146.0,758,440.82585751978894
448,2018-10,409561.0,972,421.3590534979424
448,2018-11,331389.0,884,374.8744343891403
448,2018-12,98358.0,809,121.57972805933252
449,2018-08,164097.0,999,164.26126126126127
449,2018-09,619202.0,831,745.1287605294825
449,2018-10,638601.0,1021,625.4662095984329
449,2018-11,451273.0,933,483.6795284030011
449,2018-12,233404.0,860,271.4
45,2018-08,3777522.0,21521,175.52725245109428
45,2018-09,6191488.0,19912,310.9425472077139
45,2018-10,5596502.0,21995,254.44428279154351
45,2018-11,5224005.0,20507,254.7425269420198
45,2018-12,3705288.0,21008,176.37509520182786
450,2018-08,2939173.0,11526,255.00373069581815
450,2018-09,4348771.0,10906,398.7503209242618
450,2018-10,4826132.0,11744,410.94448228882834
450,2018-11,2998284.0,11487,261.01540872290417
450,2018-12,1861926.0,11438,162.78422801189018
451,2018-08,429612.0,2147,200.09874243129948
451,2018-09,593601.0,1725,344.11652173913046
451,2018-10,656796.0,2124,309.225988700565
451,2018-11,399463.0,1989,200.8360985419809
451,2018-12,310259.0,1827,169.81882868089764
455,2018-08,4637194.0,14310,324.0526904262753
455,2018-09,5595139.0,14157,395.22066822066824
455,2018-10,5396657.0,14399,374.79387457462326
455,2018-11,3464110.0,14164,244.57144874329285
455,2018-12,2595063.0,14662,176.99242940935753
456,2018-08,261440.0,1820,143.64835164835165
456,2018-09,342656.0,1459,234.85675119945168
456,2018-10,365072.0,1779,205.21191680719505
456,2018-11,296173.0,1660,178.41746987951808
456,2018-12,202807.0,1552,130.67461340206185
459,2018-08,3957292.0,6972,567.5978198508319
459,2018-09,4627564.0,5404,856.3219837157661
459,2018-10,5121398.0,6523,785.1292350145638
459,2018-11,4156012.0,6555,634.0216628527842
459,2018-12,2950087.0,5967,494.4003686944864
465,2018-08,476716.0,2803,170.07349268640743
465,2018-09,408122.0,2398,170.19266055045873
465,2018-10,490506.0,2821,173.87663948954273
465,2018-11,324576.0,2580,125.80465116279068
465,2018-12,420274.0,2455,171.19103869653767
47,2018-08,6277368.0,19185,327.2018764659891
47,2018-09,8434884.0,19166,440.096212042158
47,2018-10,7720430.0,21080,366.2443074003795
47,2018-11,6397727.0,19494,328.18954550117985
47,2018-12,4087425.0,20456,199.81545756746183
50,2018-08,754858.0,6319,119.45845861686976
50,2018-09,1229988.0,5396,227.94440326167532
50,2018-10,1254130.0,6303,198.97350468031095
50,2018-11,1248360.0,5789,215.64346173777855
50,2018-12,990640.0,5638,175.70769776516497
501,2018-08,1152171.0,5721,201.39328788673308
501,2018-09,1698279.0,5109,332.40927774515563
501,2018-10,2388655.0,6028,396.2599535500995
501,2018-11,1800841.0,5576,322.96287661406024
501,2018-12,854914.0,5789,147.67904646743824
502,2018-08,614609.0,4485,137.0365663322185
502,2018-09,801159.0,3866,207.23202276254528
502,2018-10,1550643.0,4792,323.58994156928213
502,2018-11,896840.0,4306,208.2768230376219
502,2018-12,346400.0,4168,83.10940499040306
503,2018-08,143489.0,1675,85.66507462686567
503,2018-09,278034.0,1399,198.7376697641172
503,2018-10,445543.0,1684,264.57422802850357
503,2018-11,267496.0,1566,170.8148148148148
503,2018-12,108475.0,1515,71.6006600660066
504,2018-08,3386000.0,10950,309.2237442922374
504,2018-09,3602446.0,9561,376.7854826900952
504,2018-10,4751138.0,11215,423.64137316094514
504,2018-11,3789470.0,10330,366.8412391093902
504,2018-12,2616231.0,10274,254.64580494452017
505,2018-08,1756899.0,8895,197.51534569983136
505,2018-09,2813702.0,7309,384.9640169653851
505,2018-10,3965542.0,8728,454.3471585701192
505,2018-11,2706747.0,8132,332.8513280865716
